ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID209309897,3 David Rd,4,h,1050000.0,27/05/2017,2.0,2.0,1529.0,19.0,-37.74113,145.22308999999996
ID117369247,4/12 Ellesmere Rd,2,u,800000.0,7/05/2016,1.0,1.0,0.0,89.0,-37.8577,145.0002
ID182537314,20 Orlit Ct,3,h,647000.0,16/09/2017,2.0,4.0,614.0,99.0,-37.64035,145.05624
ID230220743,8 Charles Ct,3,h,326000.0,22/07/2017,1.0,1.0,611.0,34.0,-37.69467,144.57827
ID143157740,14 Verdun St,5,h,1650000.0,12/06/2016,5.0,2.0,693.0,89.0,-37.8339,145.0937
ID576162677,18 Grandvalley Dr,2,t,520000.0,1/07/2017,2.0,2.0,62.0,5.0,-37.738929999999996,144.87661
ID212750691,7A Brunel St,3,t,815000.0,13/05/2017,2.0,2.0,148.0,69.0,-37.8287,144.8705
ID506772316,7/517 Royal Pde,3,t,850000.0,17/06/2017,1.0,1.0,2429.0,49.0,-37.78033,144.95949
ID163822045,68b Derby St,4,h,1310000.0,12/06/2016,2.0,2.0,282.0,49.0,-37.7709,145.0057
ID533058031,3a Fraser St,2,h,861000.0,14/05/2016,1.0,1.0,0.0,17.0,-37.9026,145.0364
ID392850543,1004/58 Jeffcott St,3,u,650000.0,3/12/2016,2.0,1.0,0.0,79.0,-37.8117,144.9518
ID791823336,7 Stewart St,4,h,1340000.0,18/03/2017,2.0,0.0,297.0,119.0,-37.8108,144.888
ID464524360,1 Frogmore Rd,3,h,1600000.0,7/05/2016,2.0,2.0,751.0,96.0,-37.8945,145.0648
ID764688391,11 Highview Rd,5,h,1500000.0,23/04/2016,2.0,2.0,605.0,59.0,-37.7832,145.0796
ID975248047,30 Petrie St,3,h,938000.0,3/09/2017,1.0,1.0,972.0,69.0,-38.139540000000004,145.13086
ID387805417,8 Campbell St,3,h,1528500.0,4/03/2017,1.0,1.0,375.0,89.0,-37.8015,145.0505
